months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported
278,38,IL,250/500,1000,643.79,0,MALE,MD,other-service,movies,own-child,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Northbrook,8,1,?,1,0,?,85148.35,20027.11,16487.62,48633.62,Ford,2009,N
336,73,OH,100/300,2000,2391.59,0,FEMALE,College,sales,cross-fit,wife,82323,0,Parked Car,?,Total Loss,Fire,WV,Riverview,20,3,NO,0,2,NO,3587.57,442.63,877.08,2267.86,Honda,2012,Y
253,63,IN,500/1000,1000,1365.48,0,FEMALE,JD,craft-repair,reading,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Columbus,5,3,YES,2,0,NO,106389.38,19578.5,23188.36,63622.52,Saab,2021,Y
303,60,IL,100/300,1000,1241.72,0,FEMALE,College,sales,reading,husband,0,0,Parked Car,Side Collision,Minor Damage,Fire,OH,Northbrook,11,3,?,2,2,?,40493.52,7237.02,10687.42,22569.08,Mercedes,2011,N
379,73,IL,250/500,1000,2314.2,0,MALE,MD,priv-house-serv,camping,unmarried,0,0,Single Vehicle Collision,Rear Collision,Trivial Damage,Police,OH,Springfield,3,3,YES,0,3,?,87546.8,12917.33,24024.41,50605.06,Honda,2021,Y
129,45,OH,100/300,2000,736.57,0,FEMALE,MD,sales,paintball,not-in-family,0,0,Vehicle Theft,Side Collision,Trivial Damage,None,SC,Hillsdale,17,3,YES,2,2,NO,45898.74,5193.08,11405.84,29299.82,Accura,2019,Y
83,63,IL,250/500,500,578.52,0,FEMALE,MD,transport-moving,golf,own-child,0,-15665,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,9,3,YES,2,3,NO,70281.72,10017.88,18233.4,42030.44,Chevrolet,2009,N
275,61,OH,500/1000,1000,1870.0,2000000,FEMALE,Associate,exec-managerial,sleeping,own-child,0,0,Vehicle Theft,?,Total Loss,Ambulance,OH,Arlington,23,2,NO,1,1,YES,66558.97,13600.11,8266.18,44692.68,Jeep,1996,N
186,65,OH,100/300,2000,1270.01,0,MALE,Associate,craft-repair,sleeping,wife,45135,-30979,Multi-vehicle Collision,Side Collision,Total Loss,None,SC,Arlington,16,3,NO,0,0,NO,114153.97,24364.74,28499.89,61289.34,BMW,2003,Y
45,23,IN,500/1000,1000,2028.95,0,MALE,Associate,exec-managerial,sleeping,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,VA,Riverview,23,2,YES,2,2,YES,105439.31,11010.62,17690.04,76738.65,Saab,2021,N
386,37,IL,500/1000,500,637.09,0,FEMALE,PhD,prof-specialty,sleeping,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,VA,Northbrook,2,2,YES,0,3,NO,106417.82,28378.56,24375.86,53663.4,Dodge,2022,N
182,48,IN,500/1000,1000,1267.51,0,FEMALE,MD,prof-specialty,paintball,wife,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,Hillsdale,19,1,YES,1,3,NO,119217.36,32787.27,20551.29,65878.8,Mercedes,2021,N
267,50,OH,500/1000,1000,970.65,0,MALE,College,exec-managerial,sleeping,husband,59732,0,Single Vehicle Collision,Side Collision,Trivial Damage,Other,SC,Northbrook,13,2,?,0,3,?,70087.21,14987.22,7645.05,47454.94,Jeep,2012,N
295,61,IL,100/300,1000,1979.21,1000000,FEMALE,College,sales,paintball,unmarried,0,0,Single Vehicle Collision,?,Major Damage,Other,OH,Hillsdale,3,4,?,1,0,NO,81112.27,24025.23,8121.56,48965.48,Ford,2005,Y
321,24,OH,100/300,500,954.34,0,FEMALE,Associate,machine-op-inspct,cross-fit,not-in-family,0,0,Single Vehicle Collision,?,Trivial Damage,Police,WV,Hillsdale,12,4,NO,1,3,YES,86989.94,26054.3,20460.56,40475.08,Toyota,2013,Y
99,25,OH,500/1000,500,1415.89,0,MALE,PhD,tech-support,reading,husband,32384,0,Single Vehicle Collision,Rear Collision,Trivial Damage,None,WV,Northbend,14,2,NO,0,0,NO,48133.42,5643.0,9142.95,33347.47,Nissan,2010,N
77,26,OH,500/1000,2000,2137.76,1000000,MALE,Masters,sales,exercise,not-in-family,0,0,Vehicle Theft,Front Collision,Minor Damage,Police,PA,Hillsdale,2,3,?,1,0,NO,34459.8,10079.69,6145.04,18235.07,Toyota,2007,N
271,19,IL,250/500,1000,2330.78,0,FEMALE,JD,armed-forces,exercise,other-relative,0,0,Single Vehicle Collision,Rear Collision,Trivial Damage,None,OH,Hillsdale,9,3,?,2,2,NO,94852.48,17918.26,26029.99,50904.23,Volkswagen,1995,N
338,34,OH,500/1000,1000,1945.21,1000000,MALE,JD,exec-managerial,movies,own-child,0,-75702,Single Vehicle Collision,Side Collision,Trivial Damage,Other,PA,Riverview,18,3,NO,2,1,NO,55495.54,12301.55,7662.61,35531.38,Volkswagen,2005,Y
161,69,OH,250/500,1000,1358.46,0,FEMALE,High School,craft-repair,cross-fit,unmarried,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Northbrook,4,4,?,2,3,YES,717.36,115.92,120.0,481.44,BMW,2018,Y
43,62,IL,250/500,1000,1643.97,0,MALE,Masters,exec-managerial,reading,husband,89717,-48620,Multi-vehicle Collision,?,Trivial Damage,Other,VA,Springfield,15,2,YES,1,0,?,40639.57,6106.16,9857.8,24675.61,Audi,2014,N
237,54,IN,500/1000,500,1879.38,5000000,MALE,Masters,sales,exercise,husband,18000,0,Multi-vehicle Collision,?,Total Loss,Fire,SC,Northbrook,22,3,YES,1,1,YES,27543.12,7525.41,5877.26,14140.45,Suburu,2021,N
133,59,OH,100/300,500,2249.87,0,FEMALE,High School,transport-moving,sleeping,other-relative,74175,0,Single Vehicle Collision,?,Total Loss,Other,NC,Columbus,18,1,?,0,0,YES,80165.73,19155.53,12106.88,48903.32,Suburu,2017,Y
460,61,IN,250/500,1000,2277.15,0,MALE,College,armed-forces,sleeping,own-child,0,0,Single Vehicle Collision,?,Trivial Damage,Ambulance,VA,Hillsdale,2,4,NO,0,3,YES,94630.86,25433.72,16190.96,53006.18,Jeep,2001,Y
191,34,IN,100/300,1000,2361.94,0,MALE,PhD,priv-house-serv,exercise,own-child,0,0,Single Vehicle Collision,?,Total Loss,Police,SC,Northbend,21,1,?,1,3,NO,56132.9,6021.01,13108.79,37003.1,Toyota,1998,Y
355,70,IN,500/1000,1000,2121.42,0,FEMALE,High School,priv-house-serv,paintball,unmarried,59161,-77335,Single Vehicle Collision,Front Collision,Major Damage,None,NY,Columbus,14,3,?,1,3,?,69894.12,20561.69,18402.99,30929.44,Nissan,2018,N
277,55,IN,500/1000,1000,793.6,0,FEMALE,PhD,armed-forces,chest,unmarried,0,0,Multi-vehicle Collision,Side Collision,Trivial Damage,Other,NY,Northbrook,23,2,YES,0,1,YES,866.09,191.23,148.61,526.25,Chevrolet,2002,N
17,52,IN,500/1000,2000,1995.28,0,FEMALE,Masters,transport-moving,base-jumping,wife,14010,-49440,Parked Car,Side Collision,Major Damage,Police,WV,Columbus,7,4,?,2,3,YES,58105.23,13576.62,16322.5,28206.11,Volkswagen,2006,N
11,64,IN,500/1000,2000,2129.18,0,FEMALE,High School,exec-managerial,reading,other-relative,0,-41333,Vehicle Theft,Front Collision,Major Damage,Fire,WV,Arlington,15,4,?,2,0,NO,40766.97,4847.75,7294.39,28624.83,Toyota,2002,Y
179,56,IL,250/500,1000,2255.74,0,MALE,Masters,exec-managerial,base-jumping,unmarried,0,0,Multi-vehicle Collision,Side Collision,Trivial Damage,Other,VA,Springfield,16,3,YES,0,2,NO,109763.87,20619.63,23671.4,65472.84,Jeep,1996,N
122,47,IL,250/500,1000,2349.63,0,FEMALE,High School,prof-specialty,chess,other-relative,7828,0,Parked Car,?,Minor Damage,Police,SC,Columbus,11,3,YES,2,0,?,118149.49,23958.94,29780.2,64410.35,Chevrolet,2018,N
245,23,IN,100/300,1000,1518.32,0,FEMALE,JD,other-service,exercise,not-in-family,0,0,Multi-vehicle Collision,?,Major Damage,None,OH,Springfield,5,4,YES,0,3,YES,6715.81,1841.47,1819.55,3054.79,Jeep,2007,N
221,21,IL,100/300,2000,1810.19,0,MALE,High School,craft-repair,camping,not-in-family,32778,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbend,2,3,?,1,0,?,40576.06,4671.34,6288.37,29616.35,Audi,2016,Y
372,68,IL,250/500,500,519.11,0,FEMALE,MD,tech-support,sleeping,unmarried,0,0,Vehicle Theft,Rear Collision,Major Damage,Ambulance,SC,Northbrook,14,1,YES,1,3,YES,24731.92,4459.11,5040.77,15232.04,Saab,1997,N
50,54,IN,500/1000,2000,1645.57,0,MALE,JD,tech-support,cross-fit,not-in-family,0,-25426,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Springfield,16,3,NO,1,0,YES,45371.08,8387.33,11410.18,25573.57,BMW,2004,N
487,52,IN,100/300,2000,1446.4,2000000,MALE,Associate,machine-op-inspct,golf,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Columbus,7,4,YES,2,2,YES,93649.44,21664.68,21005.49,50979.27,Toyota,2016,N
70,74,OH,250/500,1000,2424.61,0,MALE,JD,prof-specialty,paintball,not-in-family,98183,-68807,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbend,11,2,?,1,3,YES,46060.59,11235.7,12484.75,22340.14,Accura,2014,N
479,26,IL,100/300,1000,2303.42,4000000,MALE,Associate,sales,chess,wife,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Hillsdale,13,2,NO,2,0,NO,117203.68,25770.87,16077.33,75355.48,Volkswagen,2002,Y
47,23,IN,250/500,500,2095.21,0,FEMALE,Masters,other-service,golf,husband,0,-99030,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Northbrook,6,4,YES,1,0,?,90253.93,20224.48,24918.15,45111.3,Toyota,2001,N
18,30,IL,500/1000,1000,613.99,0,MALE,Masters,tech-support,cross-fit,husband,18151,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,OH,Arlington,19,2,?,1,0,NO,21096.91,2233.56,4546.41,14316.94,Dodge,2005,Y
261,39,IL,250/500,1000,1304.06,0,FEMALE,Masters,transport-moving,chess,own-child,75945,0,Multi-vehicle Collision,?,Total Loss,Ambulance,WV,Northbend,23,4,NO,0,3,?,117968.1,21643.61,34866.28,61458.21,Audi,2011,Y
83,45,IL,100/300,500,1892.08,0,FEMALE,MD,craft-repair,movies,wife,76969,-79349,Single Vehicle Collision,Side Collision,Major Damage,Fire,OH,Hillsdale,17,2,YES,0,1,YES,9030.49,1573.18,1007.49,6449.82,Ford,1997,N
154,47,OH,250/500,1000,559.32,1000000,MALE,MD,tech-support,movies,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Other,PA,Riverview,9,2,?,2,3,NO,98001.61,17896.63,22411.04,57693.94,Toyota,2009,Y
52,69,IN,100/300,1000,971.63,0,MALE,Masters,exec-managerial,camping,wife,0,0,Vehicle Theft,Side Collision,Trivial Damage,Police,SC,Northbend,7,2,NO,2,3,NO,8812.17,1955.21,933.66,5923.3,Saab,2005,N
106,53,IL,100/300,1000,2275.01,0,FEMALE,MD,sales,paintball,unmarried,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,Columbus,20,1,YES,2,3,?,13626.18,3982.95,2256.7,7386.53,Honda,2007,N
356,19,IN,100/300,2000,759.56,0,MALE,High School,prof-specialty,chest,own-child,20591,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,1,3,?,1,2,NO,8373.01,1700.75,868.45,5803.81,Saab,2013,Y
303,53,IL,500/1000,1000,602.75,0,MALE,High School,armed-forces,sleeping,not-in-family,0,-38645,Single Vehicle Collision,Rear Collision,Trivial Damage,None,SC,Northbend,2,4,NO,2,3,NO,87645.67,13369.64,8791.92,65484.11,Mercedes,2002,Y
134,25,IN,500/1000,2000,1661.17,0,FEMALE,High School,transport-moving,reading,not-in-family,46177,-76937,Single Vehicle Collision,Rear Collision,Major Damage,Other,WV,Arlington,16,4,YES,1,1,NO,87647.62,11654.66,19452.58,56540.38,Suburu,2010,Y
442,62,IN,250/500,1000,2392.93,0,MALE,Associate,other-service,exercise,wife,56125,-66196,Parked Car,Front Collision,Major Damage,Other,SC,Springfield,1,4,?,0,3,YES,106287.66,16988.86,18054.11,71244.69,Chevrolet,1997,N
68,59,IN,250/500,1000,2169.25,0,FEMALE,High School,armed-forces,sleeping,unmarried,0,-53920,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Northbend,3,4,NO,2,0,YES,63915.96,15789.68,11264.11,36862.17,Mercedes,1995,Y
10,67,IL,100/300,2000,2449.55,0,MALE,JD,transport-moving,movies,unmarried,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Northbrook,0,3,?,2,2,?,48106.71,5699.16,7773.12,34634.43,Honda,2017,N
142,26,OH,500/1000,2000,2007.05,0,MALE,Associate,other-service,chest,own-child,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,OH,Arlington,8,2,NO,2,3,?,23435.14,4170.57,6931.92,12332.65,Suburu,1995,N
191,18,IN,250/500,1000,1374.74,2000000,FEMALE,High School,priv-house-serv,paintball,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Riverview,16,1,NO,2,2,YES,2274.44,521.42,305.57,1447.45,Honda,1995,N
386,30,OH,250/500,500,2393.23,3000000,MALE,Masters,sales,golf,not-in-family,0,0,Single Vehicle Collision,Side Collision,Trivial Damage,None,NY,Hillsdale,9,1,NO,2,2,YES,77094.44,14813.78,12511.52,49769.14,Nissan,2003,N
377,67,IN,500/1000,1000,1353.27,4000000,FEMALE,Associate,tech-support,camping,other-relative,44133,-28180,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbend,23,4,?,2,0,YES,73128.41,11480.26,10493.69,51154.46,Chevrolet,2003,N
68,32,OH,100/300,2000,1200.19,1000000,MALE,MD,craft-repair,exercise,not-in-family,0,0,Multi-vehicle Collision,?,Trivial Damage,Ambulance,SC,Columbus,8,3,YES,1,0,YES,1997.82,205.12,434.55,1358.15,Ford,2021,N
22,49,IN,250/500,1000,1396.39,2000000,FEMALE,College,other-service,base-jumping,not-in-family,85695,0,Multi-vehicle Collision,Side Collision,Trivial Damage,Other,NY,Columbus,1,3,NO,0,0,?,50092.85,10881.24,11799.31,27412.3,Suburu,2014,Y
180,51,OH,100/300,1000,2127.95,1000000,MALE,Associate,craft-repair,chest,own-child,0,0,Multi-vehicle Collision,Side Collision,Major Damage,None,OH,Springfield,8,1,NO,1,1,YES,80810.36,15396.14,20373.22,45041.0,BMW,2001,N
292,60,IN,500/1000,2000,2335.39,4000000,FEMALE,PhD,tech-support,base-jumping,not-in-family,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,OH,Columbus,8,3,?,0,0,YES,29078.89,4765.69,5585.34,18727.86,Dodge,2014,Y
8,48,IN,500/1000,500,1215.36,1000000,FEMALE,Associate,prof-specialty,sleeping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,None,PA,Columbus,9,1,YES,2,0,YES,18690.22,3199.35,4496.09,10994.78,Suburu,1996,N
270,31,OH,250/500,500,1424.49,0,MALE,High School,sales,chess,unmarried,0,-89977,Parked Car,?,Minor Damage,Fire,OH,Northbend,20,2,YES,1,0,YES,78891.64,10348.22,20497.38,48046.04,Dodge,2010,N
386,71,IN,250/500,2000,2296.65,0,FEMALE,High School,armed-forces,exercise,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,None,WV,Columbus,4,1,YES,2,1,NO,103050.55,18751.78,23352.56,60946.21,Dodge,2006,N
92,64,IL,500/1000,2000,594.09,0,FEMALE,High School,armed-forces,sleeping,husband,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,16,2,?,0,3,?,57694.6,14729.88,12106.67,30858.05,Suburu,1995,N
453,31,IN,100/300,1000,2067.74,0,MALE,MD,machine-op-inspct,chess,husband,0,-67269,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,PA,Hillsdale,9,4,YES,0,3,YES,85970.13,21776.54,23508.52,40685.07,Chevrolet,2014,Y
16,65,IN,100/300,2000,1408.44,0,MALE,Masters,tech-support,movies,unmarried,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,Riverview,4,2,?,2,3,NO,100807.36,15777.63,22815.42,62214.31,Nissan,1995,Y
153,72,IL,500/1000,2000,1253.04,0,FEMALE,Associate,sales,chest,wife,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NC,Springfield,7,1,?,0,3,?,89368.06,14071.71,18411.25,56885.1,Mercedes,2001,N
404,46,IL,250/500,1000,1393.84,0,FEMALE,MD,machine-op-inspct,chess,own-child,0,-12285,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbrook,13,4,?,0,2,YES,112435.69,19114.71,24338.59,68982.39,Chevrolet,2009,Y
327,64,IL,500/1000,1000,1337.38,0,FEMALE,PhD,craft-repair,base-jumping,husband,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,Columbus,15,3,NO,1,1,YES,5262.6,1505.15,906.5,2850.95,Suburu,2014,Y
148,36,OH,250/500,1000,2013.24,0,MALE,Associate,exec-managerial,camping,unmarried,97738,0,Multi-vehicle Collision,?,Total Loss,Police,WV,Hillsdale,4,1,?,1,0,YES,114003.05,18235.01,24045.95,71722.09,Honda,2018,N
376,44,IL,100/300,500,2355.9,2000000,MALE,College,other-service,movies,other-relative,0,-47834,Single Vehicle Collision,Front Collision,Major Damage,Police,PA,Springfield,1,3,?,0,1,?,110542.73,13487.93,20308.91,76745.89,Suburu,2013,Y
266,26,OH,250/500,500,1482.91,0,FEMALE,High School,prof-specialty,golf,husband,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NC,Hillsdale,3,3,?,2,1,?,114252.01,31392.78,32283.4,50575.83,Jeep,2022,Y
421,54,IL,100/300,2000,2165.47,0,MALE,MD,priv-house-serv,exercise,husband,0,-67098,Multi-vehicle Collision,Front Collision,Trivial Damage,Fire,NY,Riverview,21,1,?,1,1,NO,105036.87,25765.61,30113.5,49157.76,Honda,2014,N
327,54,OH,500/1000,1000,1963.89,2000000,FEMALE,MD,sales,movies,not-in-family,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,OH,Springfield,12,3,NO,2,2,NO,56982.1,6588.59,11105.08,39288.43,Suburu,2000,Y
105,60,IL,250/500,2000,1161.36,0,MALE,Associate,sales,golf,unmarried,3675,-81830,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,WV,Columbus,5,2,?,2,3,NO,16176.99,4479.02,3905.91,7792.06,BMW,2011,N
471,45,IL,100/300,2000,1674.63,0,MALE,College,craft-repair,cross-fit,other-relative,86964,-91606,Multi-vehicle Collision,?,Major Damage,Ambulance,SC,Hillsdale,12,4,NO,2,1,?,110048.93,30202.96,25181.17,54664.8,Honda,1998,N
380,69,IN,250/500,500,1833.63,0,FEMALE,MD,sales,movies,unmarried,61587,0,Parked Car,?,Trivial Damage,Other,OH,Columbus,8,4,?,2,0,NO,43171.5,6564.72,10506.92,26099.86,Ford,1995,N
34,74,IL,100/300,500,547.0,2000000,MALE,MD,priv-house-serv,sleeping,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,OH,Columbus,22,3,YES,1,0,YES,117100.26,13080.62,24856.38,79163.26,BMW,2001,N
118,41,IN,100/300,2000,1291.91,0,MALE,MD,priv-house-serv,chess,unmarried,0,0,Vehicle Theft,Front Collision,Minor Damage,Fire,NC,Springfield,19,4,?,2,0,YES,33633.55,7520.96,7931.57,18181.02,Nissan,2006,N
13,45,IL,500/1000,1000,2485.28,0,MALE,JD,other-service,movies,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,None,NY,Riverview,13,3,NO,1,2,YES,55538.61,10388.8,11984.02,33165.79,Saab,2004,N
13,53,IL,500/1000,500,1774.51,3000000,FEMALE,Associate,machine-op-inspct,movies,wife,0,-10519,Multi-vehicle Collision,?,Total Loss,Fire,OH,Northbend,21,2,YES,1,0,NO,76748.31,22604.44,18630.43,35513.44,Ford,2022,N
265,69,IN,250/500,500,1168.49,3000000,MALE,High School,armed-forces,paintball,not-in-family,0,0,Parked Car,Side Collision,Total Loss,Fire,NY,Riverview,18,1,NO,1,3,NO,37837.07,7855.7,10715.66,19265.71,Saab,2008,N
139,35,IN,100/300,500,1000.05,0,FEMALE,College,craft-repair,camping,not-in-family,56726,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Columbus,4,2,?,0,1,YES,109724.19,21670.78,23168.67,64884.74,Honda,2014,N
293,42,OH,500/1000,2000,918.96,2000000,MALE,MD,other-service,chest,not-in-family,0,0,Vehicle Theft,Front Collision,Major Damage,Ambulance,SC,Riverview,15,2,NO,2,0,?,399.66,91.99,102.59,205.08,Jeep,2016,N
363,52,IN,250/500,500,1303.28,0,FEMALE,JD,priv-house-serv,chest,unmarried,36862,-79369,Multi-vehicle Collision,Front Collision,Trivial Damage,None,PA,Riverview,8,2,YES,2,2,NO,78677.49,20501.58,13500.88,44675.03,Honda,2015,Y
118,21,OH,500/1000,1000,886.53,0,MALE,MD,transport-moving,camping,not-in-family,0,-12831,Single Vehicle Collision,?,Minor Damage,None,NY,Northbrook,19,4,?,0,3,?,37307.51,10905.74,4888.7,21513.07,Suburu,2020,Y
237,31,IL,250/500,500,770.37,0,MALE,Masters,tech-support,sleeping,own-child,0,-16010,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Columbus,12,4,YES,2,2,YES,19048.41,5373.7,5294.45,8380.26,Suburu,2004,N
33,56,IN,500/1000,2000,1228.13,0,MALE,College,armed-forces,chest,unmarried,0,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Northbend,21,1,NO,0,1,YES,106234.65,20233.36,25690.31,60310.98,Volkswagen,2012,N
168,43,IN,500/1000,2000,1714.0,0,FEMALE,JD,priv-house-serv,cross-fit,wife,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Arlington,13,4,NO,0,3,NO,88631.65,21576.83,12139.2,54915.62,Jeep,2007,Y
9,25,IL,100/300,2000,792.8,1000000,MALE,College,tech-support,sleeping,husband,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,OH,Springfield,2,4,NO,0,0,NO,50882.59,15063.57,8703.13,27115.89,Dodge,2009,N
121,41,IL,100/300,2000,588.69,0,FEMALE,PhD,tech-support,chest,wife,46433,-50567,Vehicle Theft,Rear Collision,Minor Damage,Ambulance,OH,Northbrook,9,1,?,2,0,?,112276.15,11423.48,19546.61,81306.06,Chevrolet,2002,N
400,33,IL,500/1000,1000,569.27,0,FEMALE,Masters,exec-managerial,golf,wife,22763,0,Parked Car,Rear Collision,Total Loss,Fire,NC,Columbus,18,1,YES,1,1,YES,31874.21,3567.74,4222.25,24084.22,Dodge,2013,N
144,37,IL,100/300,2000,1034.77,0,FEMALE,High School,tech-support,chest,unmarried,0,0,Multi-vehicle Collision,Side Collision,Trivial Damage,Police,WV,Arlington,23,4,NO,0,2,NO,36483.0,6490.21,4256.01,25736.78,Chevrolet,2006,Y
450,32,IN,500/1000,500,880.26,0,MALE,JD,craft-repair,chess,own-child,0,0,Single Vehicle Collision,Rear Collision,Trivial Damage,Fire,VA,Northbrook,16,4,NO,1,3,YES,38614.72,8202.71,6176.75,24235.26,Ford,2007,Y
445,24,IL,250/500,1000,1578.51,0,MALE,Masters,transport-moving,base-jumping,own-child,87264,0,Vehicle Theft,Side Collision,Trivial Damage,Ambulance,PA,Columbus,4,1,YES,1,3,YES,51362.58,14025.11,11217.3,26120.17,Mercedes,2019,N
222,34,IL,500/1000,2000,1411.44,1000000,MALE,Associate,tech-support,chest,unmarried,0,-68184,Multi-vehicle Collision,Side Collision,Major Damage,Fire,OH,Arlington,15,3,?,1,0,NO,46559.97,5399.04,9067.79,32093.14,Ford,1995,N
370,39,IN,500/1000,2000,1149.53,4000000,MALE,Masters,tech-support,base-jumping,own-child,0,-77376,Vehicle Theft,?,Total Loss,Ambulance,WV,Northbend,2,1,?,2,3,?,7292.7,1492.77,1460.89,4339.04,BMW,2014,N
256,39,OH,250/500,1000,2167.09,3000000,FEMALE,Associate,transport-moving,base-jumping,not-in-family,0,-97558,Single Vehicle Collision,?,Minor Damage,Other,OH,Columbus,5,2,?,0,0,NO,52492.37,5674.14,8396.95,38421.28,Mercedes,2011,N
267,71,IN,250/500,500,1509.89,0,FEMALE,Masters,priv-house-serv,reading,own-child,0,-74935,Parked Car,Front Collision,Total Loss,Police,NC,Northbend,14,1,YES,1,0,?,39524.62,11852.24,9832.32,17840.06,Chevrolet,2005,N
358,29,OH,100/300,1000,683.06,4000000,MALE,Masters,other-service,sleeping,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,OH,Northbrook,4,4,YES,2,0,YES,105030.78,29717.81,27348.48,47964.49,Accura,2016,Y
3,35,IL,250/500,500,1091.53,0,FEMALE,PhD,tech-support,reading,own-child,0,0,Multi-vehicle Collision,Side Collision,Trivial Damage,Other,NY,Arlington,12,1,NO,1,2,YES,111501.84,29263.36,30110.71,52127.77,Chevrolet,2010,Y
425,73,IN,100/300,500,2446.68,0,FEMALE,JD,craft-repair,movies,other-relative,8686,0,Vehicle Theft,?,Minor Damage,Police,VA,Riverview,8,4,?,1,2,?,101650.21,11275.21,22109.11,68265.89,BMW,2010,Y
396,63,IL,500/1000,2000,2453.95,0,FEMALE,College,sales,cross-fit,not-in-family,97465,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,VA,Hillsdale,16,2,?,1,1,NO,9864.95,2524.72,2771.52,4568.71,Toyota,1997,N
353,64,IN,250/500,1000,1009.34,2000000,MALE,Associate,armed-forces,exercise,wife,0,-25217,Parked Car,Side Collision,Trivial Damage,Ambulance,SC,Riverview,7,3,?,2,1,NO,103971.8,16373.89,13274.55,74323.36,Volkswagen,2005,Y
105,32,OH,500/1000,1000,834.47,0,FEMALE,High School,other-service,movies,not-in-family,0,0,Single Vehicle Collision,Front Collision,Trivial Damage,Ambulance,NC,Riverview,11,1,?,0,3,NO,53709.48,7120.02,12003.01,34586.45,Saab,2016,N
84,54,IN,100/300,2000,1491.38,0,MALE,College,armed-forces,golf,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Northbrook,17,1,?,0,0,?,81892.06,21192.52,17389.16,43310.38,Saab,2015,N
213,33,IL,250/500,2000,1462.93,0,MALE,MD,machine-op-inspct,chest,not-in-family,0,-44703,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,18,4,YES,0,0,?,58944.43,6419.7,11123.32,41401.41,Audi,2015,N
120,22,IN,100/300,500,1320.28,0,MALE,High School,transport-moving,paintball,husband,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,VA,Arlington,13,2,YES,1,0,NO,51769.48,13298.63,10857.57,27613.28,Suburu,2022,N
131,19,IL,100/300,2000,1558.71,0,FEMALE,Masters,armed-forces,chest,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Trivial Damage,None,OH,Riverview,3,3,YES,1,2,YES,101915.28,28027.88,11527.56,62359.84,Saab,2001,Y
